매물확인방식,보증금,월세,전용면적,해당층,총층,방수,주차가능여부,총주차대수,관리비,제공플랫폼,허위매물여부,게재일_변환,방향_0,방향_1,방향_2,방향_3,방향_4,방향_5,방향_6,방향_7
2,69000000.0,270000,21.72,2.0,2.0,1.0,1,6.0,8,0,0,603,False,False,False,True,False,False,False,False
2,25000000.0,270000,29.98,7.0,8.0,2.0,0,6.0,0,1,0,567,False,False,True,False,False,False,False,False
2,28000000.0,720000,28.76,15.0,19.0,1.0,1,38.0,12,0,0,409,False,False,False,False,True,False,False,False
2,88500000.0,160000,27.51,6.0,7.0,2.0,0,19.0,8,6,0,496,False,True,False,False,False,False,False,False
2,17000000.0,170000,19.83,3.0,4.0,1.0,1,9.0,8,1,0,513,False,True,False,False,False,False,False,False
2,359000000.0,140000,25.58,4.0,7.0,2.0,0,4.0,8,0,0,636,False,False,False,True,False,False,False,False
1,9500000.0,50000,27.58,3.0,7.0,2.0,0,7.0,0,4,0,626,False,False,True,False,False,False,False,False
2,329500000.0,560000,22.91,5.0,19.0,1.0,0,44.0,5,0,0,521,False,False,True,False,False,False,False,False
2,32500000.0,460000,19.08,2.0,7.0,1.0,0,6.0,0,2,0,510,False,False,False,True,False,False,False,False
2,116500000.0,480000,25.29,6.0,19.0,2.0,0,47.0,0,0,0,283,False,False,False,True,False,False,False,False
0,108500000.0,220000,26.59,4.0,5.0,2.0,0,5.0,6,4,0,550,False,False,False,True,False,False,False,False
2,19000000.0,630000,46.41,4.0,6.0,2.0,0,10.0,0,0,0,534,False,False,False,True,False,False,False,False
2,105000000.0,160000,17.5,12.0,20.0,1.0,0,4.0,0,0,0,490,False,False,False,True,False,False,False,False
0,14000000.0,70000,29.98,7.0,8.0,2.0,0,8.0,1,1,0,588,False,False,True,False,False,False,False,False
2,10500000.0,610000,19.83,2.0,3.0,1.0,1,9.0,0,0,0,511,False,False,False,True,False,False,False,False
2,181500000.0,350000,26.44,2.0,3.0,2.0,1,2.0,3,0,0,507,False,False,False,True,False,False,False,False
2,23000000.0,430000,26.25,9.0,16.0,1.0,0,34.0,16,0,0,575,True,False,False,False,False,False,False,False
2,190500000.0,330000,24.39,2.0,3.0,2.0,1,2.0,1,2,0,207,False,False,False,False,False,False,True,False
2,78500000.0,50000,24.05,2.0,3.0,2.0,1,3.0,3,1,1,54,False,False,False,False,False,False,False,True
1,110000000.0,60000,35.98,17.0,21.0,1.0,1,10.0,8,0,0,318,False,False,True,False,False,False,False,False
2,142500000.0,120000,34.29,2.0,5.0,1.0,1,45.0,0,1,0,240,False,True,False,False,False,False,False,False
0,18000000.0,500000,25.985,2.0,4.0,2.0,1,2.0,0,2,0,623,False,False,False,False,False,True,False,False
2,75500000.0,320000,24.01,6.0,10.0,2.0,0,8.0,20,1,1,425,False,True,False,False,False,False,False,False
2,194500000.0,150000,29.14,5.0,6.0,2.0,0,3.0,7,0,0,506,False,False,False,True,False,False,False,False
0,17000000.0,560000,17.5,14.0,14.0,1.0,0,104.0,2,0,0,510,True,False,False,False,False,False,False,False
1,100500000.0,270000,26.59,3.0,5.0,2.0,1,4.0,5,1,0,525,False,False,True,False,False,False,False,False
2,97000000.0,130000,26.09,4.0,17.0,1.0,1,37.0,5,0,0,515,True,False,False,False,False,False,False,False
2,366500000.0,290000,17.5,7.0,9.0,1.0,0,8.0,3,0,0,302,False,False,False,False,False,False,True,False
2,339500000.0,310000,22.75,9.0,9.0,1.0,1,17.0,0,4,0,621,False,False,False,False,False,False,False,True
0,26000000.0,340000,30.63,9.0,16.0,1.0,0,20.0,0,1,0,314,False,False,True,False,False,False,False,False
2,182500000.0,720000,25.18,4.0,4.0,1.0,0,3.0,15,1,0,547,False,True,False,False,False,False,False,False
2,194500000.0,570000,24.79,2.0,4.0,1.0,1,38.0,1,0,0,673,True,False,False,False,False,False,False,False
2,111500000.0,500000,26.104999999999997,2.0,3.0,2.0,1,2.0,0,0,0,577,False,False,False,False,False,False,True,False
2,84000000.0,290000,17.5,3.0,5.0,1.0,1,1.0,5,1,0,605,False,False,True,False,False,False,False,False
2,388000000.0,430000,22.8,3.0,14.0,1.0,1,16.0,9,2,0,383,False,False,False,True,False,False,False,False
0,78000000.0,410000,27.25,5.0,6.0,2.0,0,4.0,0,0,1,342,False,False,True,False,False,False,False,False
2,98500000.0,230000,18.87,9.0,16.0,1.0,0,54.0,10,5,0,518,False,False,False,True,False,False,False,False
2,105000000.0,610000,17.5,11.0,13.0,1.0,1,14.0,5,1,0,163,True,False,False,False,False,False,False,False
1,6000000.0,740000,34.52,15.0,19.0,1.0,0,41.0,0,1,0,625,False,False,False,True,False,False,False,False
2,19500000.0,710000,18.24,3.0,4.0,1.0,0,2.0,3,1,0,588,True,False,False,False,False,False,False,False
2,9500000.0,460000,28.59,18.0,19.0,1.0,0,45.0,4,2,0,403,False,False,False,True,False,False,False,False
2,370000000.0,700000,24.96,3.0,5.0,2.0,0,1.0,6,1,0,525,False,True,False,False,False,False,False,False
1,139000000.0,420000,28.27,3.0,5.0,2.0,0,3.0,0,2,0,548,False,False,False,True,False,False,False,False
2,105500000.0,480000,26.295,4.0,4.0,1.0,1,2.0,0,1,0,534,False,False,False,True,False,False,False,False
2,328000000.0,490000,43.12,6.0,14.0,1.0,1,16.0,3,0,0,320,False,True,False,False,False,False,False,False
1,69000000.0,380000,27.25,2.0,3.0,1.0,1,2.0,0,6,0,526,False,False,True,False,False,False,False,False
1,184500000.0,570000,30.4,11.0,11.0,1.0,0,24.0,1,1,0,636,False,False,True,False,False,False,False,False
0,76500000.0,500000,26.295,4.0,6.0,2.0,0,5.0,2,0,0,526,False,False,False,False,False,False,False,True
2,140500000.0,710000,27.76,5.0,6.0,1.0,1,5.0,14,0,1,56,False,False,False,False,False,False,False,True
2,10500000.0,480000,25.985,4.0,5.0,1.0,1,4.0,0,4,0,484,False,False,False,False,False,False,False,True
2,119000000.0,100000,17.5,6.0,17.0,2.0,0,99.0,0,5,0,552,False,False,True,False,False,False,False,False
2,101500000.0,280000,26.59,6.0,7.0,1.0,0,10.0,0,1,0,538,False,False,True,False,False,False,False,False
0,13500000.0,430000,17.5,8.0,9.0,1.0,0,4.0,20,2,0,559,False,False,False,False,False,True,False,False
2,18000000.0,0,17.5,7.0,17.0,1.0,0,99.0,0,0,1,384,True,False,False,False,False,False,False,False
1,115000000.0,750000,27.76,2.0,4.0,2.0,0,1.0,0,3,0,582,False,False,True,False,False,False,False,False
2,196000000.0,90000,30.87,2.0,11.0,1.0,1,15.0,12,0,0,184,False,False,False,False,False,False,False,True
2,159000000.0,240000,25.29,2.0,4.0,2.0,1,3.0,0,0,0,494,False,False,False,True,False,False,False,False
2,12500000.0,450000,31.09,7.0,9.0,1.0,0,38.0,6,0,0,660,False,False,False,True,False,False,False,False
2,102500000.0,130000,31.4,4.0,10.0,1.0,1,4.0,11,1,0,308,False,False,False,True,False,False,False,False
2,89000000.0,440000,18.9,5.0,6.0,1.0,1,6.0,7,1,0,509,False,True,False,False,False,False,False,False
1,187500000.0,110000,45.14,12.0,13.0,1.0,1,50.0,10,0,0,343,False,False,False,True,False,False,False,False
2,354500000.0,440000,27.51,4.0,8.0,1.0,0,3.0,11,0,0,503,False,True,False,False,False,False,False,False
2,15000000.0,110000,27.58,3.0,4.0,1.0,0,2.0,13,4,0,630,False,False,False,True,False,False,False,False
2,146000000.0,100000,29.7,5.0,6.0,2.0,0,5.0,1,1,0,529,False,False,True,False,False,False,False,False
2,184000000.0,490000,34.64,1.0,4.0,1.0,0,18.0,11,0,0,229,False,False,False,False,False,False,False,True
2,109000000.0,390000,28.27,2.0,4.0,2.0,1,2.0,10,0,1,106,False,False,False,False,False,False,False,True
2,112000000.0,390000,28.27,3.0,9.0,1.0,0,13.0,0,4,0,550,False,False,False,False,False,False,False,True
0,118000000.0,300000,39.15,14.0,17.0,1.0,1,43.0,9,0,0,589,True,False,False,False,False,False,False,False
2,148500000.0,270000,27.445,6.0,6.0,1.0,1,4.0,4,1,0,430,False,False,False,False,False,False,False,True
2,354500000.0,110000,25.56,5.0,6.0,1.0,1,5.0,0,0,1,400,True,False,False,False,False,False,False,False
2,142500000.0,200000,40.31,4.0,6.0,2.0,0,26.0,0,1,0,502,False,False,True,False,False,False,False,False
1,185500000.0,100000,29.7,5.0,5.0,1.0,1,5.0,0,2,1,345,True,False,False,False,False,False,False,False
2,109500000.0,440000,25.56,7.0,10.0,2.0,0,32.0,7,4,0,466,False,False,False,True,False,False,False,False
1,150500000.0,300000,21.49,4.0,7.0,2.0,1,38.0,18,5,0,154,False,False,False,False,False,False,False,True
2,25000000.0,690000,26.57,8.0,15.0,1.0,0,18.0,10,4,0,192,False,False,True,False,False,False,False,False
2,97500000.0,250000,26.59,2.0,3.0,1.0,1,2.0,0,0,0,533,True,False,False,False,False,False,False,False
2,185500000.0,650000,25.25,5.0,10.0,1.0,1,35.0,3,0,0,498,False,False,False,False,False,False,False,True
2,338000000.0,360000,40.31,3.0,6.0,2.0,0,26.0,0,1,0,533,False,False,True,False,False,False,False,False
2,341000000.0,650000,29.56,4.0,6.0,1.0,0,18.0,3,0,0,209,False,False,True,False,False,False,False,False
0,164500000.0,660000,25.18,2.0,4.0,2.0,1,3.0,0,0,0,614,False,False,False,True,False,False,False,False
2,179000000.0,190000,22.2,4.0,8.0,1.0,0,3.0,8,0,0,598,False,True,False,False,False,False,False,False
2,370500000.0,460000,19.1,6.0,9.0,1.0,1,4.0,17,0,1,435,False,False,True,False,False,False,False,False
2,23000000.0,630000,33.96,10.0,18.0,1.0,0,24.0,8,5,0,275,True,False,False,False,False,False,False,False
1,93000000.0,190000,26.59,2.0,3.0,1.0,1,2.0,9,2,0,462,False,False,True,False,False,False,False,False
2,15500000.0,360000,36.84,20.0,21.0,1.0,1,45.0,3,0,0,566,False,True,False,False,False,False,False,False
2,94000000.0,550000,29.92,4.0,7.0,2.0,0,6.0,5,2,1,311,False,False,False,False,False,False,True,False
2,142500000.0,650000,31.84,2.0,3.0,1.0,0,18.0,5,0,0,450,False,False,True,False,False,False,False,False
1,372500000.0,560000,49.5,3.0,4.0,2.0,0,4.0,0,1,0,538,False,False,False,False,True,False,False,False
1,29500000.0,190000,33.3,7.0,7.0,1.0,0,49.0,3,0,0,203,False,False,True,False,False,False,False,False
2,325000000.0,700000,25.18,2.0,4.0,2.0,1,3.0,0,2,1,501,False,False,False,False,False,True,False,False
2,80000000.0,580000,18.24,3.0,4.0,1.0,0,2.0,10,1,0,599,True,False,False,False,False,False,False,False
0,325000000.0,390000,17.5,5.0,6.0,1.0,1,6.0,8,1,0,523,False,True,False,False,False,False,False,False
2,6500000.0,100000,27.58,3.0,7.0,1.0,1,8.0,0,0,0,526,False,False,True,False,False,False,False,False
2,9500000.0,540000,19.91,1.0,7.0,1.0,1,34.0,5,4,0,418,False,False,False,True,False,False,False,False
2,76000000.0,700000,24.46,9.0,18.0,1.0,1,21.0,5,0,0,465,False,False,True,False,False,False,False,False
2,191500000.0,660000,29.89,4.0,6.0,2.0,0,8.0,0,1,0,602,True,False,False,False,False,False,False,False
2,344500000.0,50000,25.56,3.0,8.0,1.0,0,6.0,5,4,0,545,False,False,False,False,False,False,True,False
1,160500000.0,110000,42.32,4.0,14.0,1.0,0,7.0,0,3,0,270,False,False,False,True,False,False,False,False
2,16500000.0,220000,26.78,2.0,6.0,1.0,1,4.0,10,1,1,216,False,False,False,False,False,False,True,False
2,152000000.0,330000,20.15,16.0,18.0,1.0,1,34.0,5,0,0,527,False,False,False,True,False,False,False,False
2,166000000.0,500000,27.16,5.0,8.0,1.0,1,15.0,20,0,0,195,False,False,True,False,False,False,False,False
2,161500000.0,660000,25.18,2.0,4.0,2.0,1,15.0,6,0,0,415,False,False,False,False,False,False,False,True
1,7000000.0,50000,36.84,3.0,3.0,2.0,1,18.0,0,0,1,336,False,False,True,False,False,False,False,False
1,27500000.0,450000,39.67,5.0,6.0,2.0,0,5.0,6,1,0,651,False,False,False,True,False,False,False,False
1,28000000.0,410000,26.16,1.0,3.0,1.0,1,44.0,0,1,0,141,True,False,False,False,False,False,False,False
2,14500000.0,390000,26.25,3.0,4.0,2.0,0,2.0,10,0,0,522,False,True,False,False,False,False,False,False
1,383500000.0,150000,21.49,2.0,5.0,1.0,0,7.0,20,0,0,636,False,False,False,False,False,False,True,False
2,80000000.0,140000,22.7,3.0,8.0,1.0,0,4.0,7,7,0,548,False,False,False,False,True,False,False,False
2,168500000.0,570000,21.82,16.0,20.0,1.0,0,37.0,8,1,0,648,False,False,False,True,False,False,False,False
0,78000000.0,290000,26.59,2.0,3.0,2.0,1,2.0,0,4,0,572,False,False,False,True,False,False,False,False
2,123500000.0,130000,37.96,6.0,21.0,1.0,0,43.0,12,0,0,254,False,False,False,False,False,False,True,False
2,100500000.0,280000,26.59,5.0,6.0,1.0,1,4.0,3,2,0,583,False,False,False,True,False,False,False,False
2,340500000.0,660000,37.85,4.0,9.0,2.0,0,3.0,10,4,1,294,False,False,False,True,False,False,False,False
2,106000000.0,330000,18.99,4.0,19.0,2.0,1,8.0,1,2,0,350,False,True,False,False,False,False,False,False
2,83000000.0,740000,19.68,4.0,6.0,1.0,0,8.0,2,0,0,505,False,False,False,False,True,False,False,False
0,101500000.0,480000,26.295,2.0,4.0,1.0,1,2.0,4,2,0,200,False,False,False,False,False,False,False,True
0,369000000.0,500000,25.97,3.0,4.0,2.0,0,2.0,0,0,0,460,False,False,True,False,False,False,False,False
0,366500000.0,440000,27.51,3.0,4.0,2.0,0,1.0,9,6,0,639,False,False,True,False,False,False,False,False
0,21000000.0,90000,40.89,6.0,6.0,1.0,0,11.0,9,2,0,531,False,False,False,True,False,False,False,False
2,361500000.0,170000,24.45,4.0,5.0,2.0,0,5.0,9,0,0,545,False,False,False,True,False,False,False,False
0,93000000.0,600000,35.39,4.0,7.0,2.0,0,4.0,0,0,1,370,False,False,False,False,False,False,False,True
0,146000000.0,410000,21.81,2.0,17.0,1.0,1,30.0,3,1,0,321,False,False,False,True,False,False,False,False
0,175500000.0,620000,25.18,3.0,7.0,1.0,1,8.0,7,0,0,229,False,False,False,False,False,False,True,False
2,15500000.0,510000,23.14,2.0,3.0,1.0,0,1.0,2,0,0,507,False,False,False,True,False,False,False,False
2,356500000.0,220000,24.45,3.0,4.0,1.0,0,2.0,5,1,0,573,False,False,True,False,False,False,False,False
0,161500000.0,380000,19.83,3.0,4.0,1.0,1,9.0,8,1,0,519,False,False,False,False,False,False,False,True
0,107000000.0,260000,26.59,3.0,3.0,1.0,0,1.0,0,4,0,525,False,False,True,False,False,False,False,False
2,347500000.0,480000,25.97,4.0,6.0,2.0,0,4.0,7,3,0,523,False,False,True,False,False,False,False,False
0,136500000.0,640000,19.83,7.0,7.0,1.0,0,3.0,5,1,0,544,False,True,False,False,False,False,False,False
2,112000000.0,140000,24.62,3.0,9.0,1.0,0,10.0,0,1,0,522,False,True,False,False,False,False,False,False
2,191500000.0,160000,17.5,9.0,16.0,1.0,1,38.0,9,0,0,505,False,False,True,False,False,False,False,False
1,339500000.0,580000,19.29,4.0,14.0,1.0,0,2.0,4,0,0,240,False,False,True,False,False,False,False,False
2,170500000.0,170000,25.29,3.0,4.0,2.0,1,3.0,0,3,1,321,False,False,False,True,False,False,False,False
2,173500000.0,80000,29.14,3.0,6.0,1.0,1,1.0,12,6,1,398,False,False,False,True,False,False,False,False
2,373000000.0,100000,38.59,3.0,6.0,2.0,0,4.0,9,6,0,542,True,False,False,False,False,False,False,False
1,136500000.0,680000,27.76,2.0,3.0,2.0,1,2.0,0,0,0,613,False,False,True,False,False,False,False,False
0,336500000.0,740000,34.45,6.0,6.0,1.0,0,5.5,0,1,0,553,False,False,False,True,False,False,False,False
0,406500000.0,450000,46.35,5.0,6.0,2.0,0,26.0,0,1,1,346,False,False,True,False,False,False,False,False
2,188000000.0,290000,25.29,5.0,6.0,2.0,1,5.0,0,0,0,595,True,False,False,False,False,False,False,False
1,127000000.0,620000,19.83,4.0,4.0,1.0,1,9.0,0,1,0,563,False,False,True,False,False,False,False,False
1,177000000.0,160000,34.77,16.0,18.0,1.0,0,38.0,5,0,0,578,False,False,False,False,False,True,False,False
2,9500000.0,650000,28.09,3.0,5.0,2.0,0,5.0,7,0,0,601,False,False,False,False,False,False,False,True
2,174500000.0,550000,28.17,2.0,4.0,1.0,1,1.0,18,3,1,125,False,False,False,False,False,False,False,True
2,9500000.0,670000,43.54,3.0,7.0,2.0,0,1.0,14,2,0,569,False,False,True,False,False,False,False,False
2,160500000.0,630000,36.08,11.0,11.0,1.0,0,49.0,7,1,0,240,False,False,False,False,True,False,False,False
0,114000000.0,180000,27.445,5.0,6.0,2.0,0,5.0,3,0,0,599,False,False,True,False,False,False,False,False
1,12000000.0,160000,17.5,5.0,19.0,2.0,1,11.0,0,1,0,533,False,False,False,True,False,False,False,False
0,347500000.0,110000,30.8,2.0,6.0,1.0,0,3.0,0,5,0,590,True,False,False,False,False,False,False,False
2,18500000.0,340000,17.5,4.0,11.0,1.0,0,44.0,5,2,0,385,True,False,False,False,False,False,False,False
0,149000000.0,490000,29.59,2.0,2.0,1.0,0,28.0,7,0,0,552,False,False,False,False,False,False,False,True
2,109500000.0,620000,31.33,17.0,20.0,1.0,1,16.0,3,3,0,393,False,False,True,False,False,False,False,False
2,28500000.0,480000,25.985,3.0,7.0,1.0,0,4.0,0,0,0,528,False,False,False,False,False,False,False,True
2,399500000.0,710000,23.1,3.0,4.0,1.0,1,1.0,6,2,0,520,True,False,False,False,False,False,False,False
2,20500000.0,750000,18.4,2.0,6.0,1.0,0,6.0,7,1,0,572,False,False,False,True,False,False,False,False
2,26000000.0,260000,19.81,8.0,8.0,1.0,0,5.0,9,3,0,542,False,False,False,True,False,False,False,False
2,31500000.0,580000,27.33,5.0,6.0,1.0,1,29.0,1,1,0,461,False,False,True,False,False,False,False,False
2,408500000.0,460000,33.7,4.0,6.0,2.0,1,34.0,5,3,0,233,False,False,False,True,False,False,False,False
2,140000000.0,740000,24.01,6.0,10.0,2.0,0,8.0,6,1,0,502,False,True,False,False,False,False,False,False
1,397500000.0,10000,28.87,9.0,19.0,2.0,1,34.0,0,0,0,514,False,False,False,False,False,True,False,False
2,367500000.0,170000,24.45,5.0,5.0,1.0,0,5.0,7,1,0,440,False,False,True,False,False,False,False,False
2,67000000.0,390000,27.25,3.0,4.0,1.0,1,1.0,8,7,0,383,False,False,False,False,False,True,False,False
1,86500000.0,20000,17.5,5.0,15.0,1.0,0,36.0,0,0,0,496,False,False,True,False,False,False,False,False
2,85500000.0,480000,26.295,2.0,3.0,2.0,1,1.0,0,2,0,545,False,False,False,True,False,False,False,False
2,189000000.0,430000,41.2,3.0,8.0,1.0,0,5.0,0,3,0,543,False,False,False,True,False,False,False,False
2,141000000.0,430000,44.5,8.0,11.0,1.0,1,19.0,4,0,0,605,False,False,False,False,False,False,False,True
2,181000000.0,240000,28.39,9.0,13.0,2.0,1,25.0,9,4,0,384,False,False,True,False,False,False,False,False
2,373000000.0,230000,17.5,5.0,6.0,1.0,0,6.0,12,0,0,639,False,False,False,False,False,False,True,False
2,191500000.0,240000,41.88,2.0,3.0,2.0,1,18.0,0,3,0,602,False,False,False,True,False,False,False,False
0,24000000.0,620000,19.83,4.0,6.0,1.0,1,6.0,5,1,0,525,False,False,False,True,False,False,False,False
2,389500000.0,360000,17.5,7.0,7.0,1.0,0,1.0,12,0,0,590,True,False,False,False,False,False,False,False
2,329500000.0,410000,17.5,7.0,11.0,1.0,1,2.0,7,2,0,418,False,False,False,False,False,False,True,False
2,11500000.0,360000,22.96,3.0,11.0,1.0,0,18.0,7,1,0,227,False,False,True,False,False,False,False,False
0,90000000.0,570000,28.2,12.0,12.0,1.0,1,20.0,8,2,0,240,True,False,False,False,False,False,False,False
0,103000000.0,620000,42.98,3.0,5.0,2.0,0,4.0,3,2,0,538,False,False,False,False,False,False,False,True
1,15000000.0,120000,27.58,5.0,5.0,1.0,1,5.0,10,2,0,555,False,False,False,False,False,False,False,True
2,177500000.0,150000,29.19,12.0,17.0,1.0,0,38.0,9,0,0,606,False,False,False,False,False,True,False,False
2,143500000.0,520000,26.45,2.0,3.0,1.0,1,2.0,3,1,0,605,False,False,False,False,False,False,False,True
2,11000000.0,740000,35.93,2.0,4.0,2.0,1,18.0,8,1,1,432,False,False,True,False,False,False,False,False
2,128500000.0,120000,27.045,4.0,5.0,2.0,0,5.0,0,3,1,468,False,False,True,False,False,False,False,False
0,325500000.0,430000,17.5,7.0,7.0,1.0,0,4.0,17,4,0,574,False,False,False,False,False,False,False,True
2,367500000.0,430000,26.76,19.0,21.0,1.0,1,48.0,0,2,0,581,False,False,False,False,False,False,False,True
2,156000000.0,40000,17.5,12.0,18.0,2.0,1,31.0,11,1,0,169,False,False,True,False,False,False,False,False
2,82500000.0,170000,32.59,3.0,9.0,1.0,0,15.0,12,6,0,528,False,True,False,False,False,False,False,False
2,7500000.0,150000,17.5,9.0,16.0,1.0,0,34.0,9,0,0,643,False,False,False,True,False,False,False,False
2,390500000.0,690000,24.96,3.0,4.0,2.0,0,3.0,0,4,0,576,False,False,False,True,False,False,False,False
1,99500000.0,670000,26.92,1.0,2.0,1.0,1,13.0,0,1,0,467,False,False,True,False,False,False,False,False
2,147000000.0,390000,38.18,8.0,19.0,1.0,0,34.0,3,1,0,325,False,False,False,False,False,False,False,True
2,84000000.0,460000,26.295,3.0,6.0,1.0,1,3.0,0,2,0,540,False,False,False,True,False,False,False,False
2,369000000.0,450000,27.51,2.0,4.0,2.0,1,2.0,0,3,0,578,False,False,True,False,False,False,False,False
2,116500000.0,160000,27.045,3.0,4.0,1.0,1,1.0,0,7,0,501,True,False,False,False,False,False,False,False
2,166500000.0,160000,29.14,2.0,3.0,2.0,1,2.0,0,0,0,604,False,False,True,False,False,False,False,False
2,141500000.0,120000,29.05,3.0,8.0,1.0,0,37.0,0,3,0,549,False,False,False,False,True,False,False,False
2,182000000.0,160000,32.59,3.0,9.0,2.0,0,9.0,14,0,0,511,True,False,False,False,False,False,False,False
0,106000000.0,10000,17.5,1.0,2.0,1.0,0,14.0,10,0,0,369,False,True,False,False,False,False,False,False
2,20500000.0,530000,25.985,2.0,3.0,1.0,1,2.0,0,1,0,638,False,False,True,False,False,False,False,False
2,85000000.0,580000,22.8,6.0,9.0,1.0,1,37.0,1,0,0,206,False,False,False,True,False,False,False,False
2,11000000.0,380000,22.77,5.0,6.0,2.0,1,4.0,17,1,1,218,False,False,False,False,False,False,True,False
0,337000000.0,490000,25.97,2.0,3.0,2.0,1,2.0,0,0,0,506,False,False,True,False,False,False,False,False
2,121000000.0,710000,17.5,6.0,9.0,1.0,1,5.0,16,7,1,369,False,False,False,False,False,True,False,False
2,105500000.0,570000,34.66,3.0,17.0,1.0,0,16.0,1,0,0,524,False,False,False,False,False,True,False,False
1,379000000.0,130000,30.63,1.0,4.0,1.0,1,45.0,10,0,0,217,False,False,True,False,False,False,False,False
2,166000000.0,460000,28.17,2.0,3.0,2.0,1,2.0,2,0,0,515,True,False,False,False,False,False,False,False
0,87000000.0,470000,22.99,7.0,17.0,1.0,0,22.0,5,1,0,583,False,False,True,False,False,False,False,False
2,352000000.0,570000,30.3,4.0,5.0,1.0,0,1.0,0,2,0,630,False,False,False,False,False,False,True,False
1,338000000.0,620000,24.96,5.0,6.0,2.0,0,7.0,1,1,0,618,False,False,False,True,False,False,False,False
1,141500000.0,660000,23.14,3.0,6.0,1.0,1,5.0,10,0,0,551,False,False,False,True,False,False,False,False
2,331500000.0,730000,23.33,9.0,19.0,2.0,0,26.0,0,0,0,368,True,False,False,False,False,False,False,False
2,150500000.0,280000,27.445,4.0,9.0,1.0,1,6.0,13,1,1,417,False,True,False,False,False,False,False,False
2,29500000.0,580000,17.5,6.0,17.0,1.0,0,99.0,0,1,0,491,False,False,True,False,False,False,False,False
0,28000000.0,380000,26.25,4.0,8.0,1.0,0,5.0,4,2,0,560,False,True,False,False,False,False,False,False
2,112500000.0,590000,17.5,8.0,15.0,1.0,0,38.0,0,1,1,460,False,False,False,True,False,False,False,False
2,351000000.0,610000,49.59,2.0,4.0,2.0,0,1.0,0,1,0,534,False,False,True,False,False,False,False,False
2,148000000.0,380000,31.91,15.0,16.0,2.0,0,49.0,3,3,0,351,False,False,False,True,False,False,False,False
1,143000000.0,740000,32.07,2.0,2.0,1.0,0,38.0,9,2,0,410,False,False,False,True,False,False,False,False
2,103500000.0,300000,34.48,2.0,3.0,2.0,1,18.0,0,0,0,513,True,False,False,False,False,False,False,False
2,168500000.0,450000,24.39,2.0,6.0,1.0,0,1.0,0,2,0,598,False,False,True,False,False,False,False,False
2,120500000.0,40000,20.07,2.0,21.0,1.0,1,35.0,7,1,0,130,False,False,True,False,False,False,False,False
0,361000000.0,210000,24.01,6.0,10.0,2.0,0,8.0,1,1,1,429,False,True,False,False,False,False,False,False
2,29500000.0,580000,25.985,2.0,3.0,2.0,1,2.0,5,0,1,427,False,False,False,False,False,False,True,False
2,147500000.0,350000,44.33,6.0,10.0,2.0,0,43.0,0,0,0,192,True,False,False,False,False,False,False,False
2,151000000.0,120000,27.045,2.0,4.0,2.0,1,2.0,0,0,0,576,False,False,True,False,False,False,False,False
2,345500000.0,680000,37.83,4.0,5.0,2.0,0,6.0,6,0,0,528,False,False,True,False,False,False,False,False
2,10500000.0,100000,27.58,3.0,3.0,2.0,1,2.0,0,0,1,327,False,False,False,True,False,False,False,False
2,144000000.0,330000,38.56,8.0,20.0,1.0,1,6.0,0,1,0,665,False,False,True,False,False,False,False,False
2,73000000.0,270000,17.5,8.0,14.0,1.0,0,104.0,4,0,0,510,False,False,True,False,False,False,False,False
0,137000000.0,270000,27.445,4.0,4.0,1.0,1,2.0,0,1,0,466,False,False,False,True,False,False,False,False
2,86000000.0,130000,19.43,3.0,6.0,1.0,0,4.0,9,0,0,624,False,False,False,False,False,False,True,False
2,370500000.0,210000,41.23,8.0,17.0,1.0,0,18.0,10,2,0,553,False,False,False,True,False,False,False,False
0,409000000.0,410000,27.51,4.0,7.0,2.0,0,4.0,15,1,0,527,False,False,False,True,False,False,False,False
2,173000000.0,720000,23.1,2.0,4.0,1.0,1,3.0,0,2,0,477,True,False,False,False,False,False,False,False
0,29000000.0,320000,28.89,1.0,7.0,1.0,0,33.0,7,0,0,352,False,False,False,False,False,False,False,True
2,22000000.0,520000,25.985,5.0,6.0,2.0,0,6.0,4,4,0,422,False,False,True,False,False,False,False,False
1,156000000.0,460000,19.53,7.0,20.0,1.0,0,47.0,8,2,0,245,True,False,False,False,False,False,False,False
2,168000000.0,500000,17.53,9.0,11.0,1.0,1,11.0,8,1,0,195,False,False,False,False,False,True,False,False
2,19000000.0,80000,24.74,1.0,15.0,1.0,0,42.0,12,3,0,510,False,False,False,False,False,False,False,True
2,21000000.0,250000,26.78,2.0,4.0,2.0,1,2.0,0,0,0,619,False,False,True,False,False,False,False,False
2,356500000.0,560000,25.97,2.0,3.0,2.0,1,2.0,0,1,1,419,False,False,False,True,False,False,False,False
2,30000000.0,650000,28.09,2.0,3.0,2.0,0,2.0,0,0,0,536,False,False,False,True,False,False,False,False
2,136000000.0,420000,19.75,3.0,6.0,1.0,1,4.0,0,0,0,553,False,False,True,False,False,False,False,False
2,138000000.0,470000,21.19,11.0,14.0,1.0,0,46.0,17,1,0,364,False,False,True,False,False,False,False,False
0,17000000.0,70000,27.58,4.0,5.0,2.0,1,5.0,0,1,0,539,False,False,False,True,False,False,False,False
2,182000000.0,420000,28.48,5.0,6.0,2.0,0,8.0,8,0,0,426,False,False,False,True,False,False,False,False
2,113000000.0,690000,27.76,2.0,4.0,2.0,0,4.0,0,1,0,563,False,False,True,False,False,False,False,False
