Season,DayNum,WTeamID,WTeamName,WScore,LTeamID,LTeamName,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Tournament_Type,WTeamSeed,WTeamSeedRegion,LTeamSeed,LTeamSeedRegion,WTeamSeed,WTeamSeedRegion,LTeamSeed,LTeamSeedRegion
2024,91,1341,prairie view,75,1115,ark pine bluff,74,H,0,27,66,4,16,17,22,9,20,17,5,12,3,19,25,51,9,18,15,21,7,26,10,17,3,4,18,Regular,,,,,,,,
2024,91,1354,s carolina st,77,1164,coppin st,65,H,0,22,48,9,20,24,31,15,25,17,18,4,4,22,22,54,8,22,13,17,6,13,13,11,7,1,23,Regular,,,,,,,,
2024,91,1368,se louisiana,76,1230,incarnate word,64,H,0,24,46,11,20,17,22,5,23,20,14,9,3,9,22,58,10,28,10,10,11,18,15,12,9,3,15,Regular,,,,,,,,
2024,91,1380,southern,72,1238,jackson st,63,A,0,26,54,6,16,14,19,8,24,14,19,12,3,22,19,52,4,21,21,28,6,21,10,19,11,8,20,Regular,,,,,,,,
2024,91,1438,virginia,60,1274,miami (fl),38,H,0,26,54,5,11,3,6,4,28,20,3,7,8,13,14,49,2,20,8,15,7,25,9,10,3,4,6,Regular,10.0,Y,,,10.0,Y,,
2024,92,1103,akron,68,1141,c michigan,47,H,0,25,70,9,32,9,12,14,28,12,5,1,2,16,16,52,4,25,11,15,4,25,4,7,4,7,14,Regular,14.0,Y,,,14.0,Y,,
2024,92,1114,ark little rock,77,1404,tenn-martin,57,H,0,28,67,7,21,14,16,18,28,16,9,5,8,15,24,68,3,23,6,9,10,22,11,10,6,1,15,Regular,,,,,,,,
2024,92,1124,baylor,79,1403,texas tech,73,H,0,25,51,5,18,24,32,11,22,13,11,9,2,15,26,53,9,22,12,16,4,15,14,14,3,1,25,Regular,3.0,X,6.0,Z,3.0,X,6.0,Z
2024,92,1132,bowling green,87,1138,buffalo,73,H,0,33,61,4,15,17,19,6,27,19,12,9,1,12,29,65,10,30,5,10,8,20,18,14,6,0,15,Regular,,,,,,,,
2024,92,1155,clemson,80,1314,north carolina,76,A,0,27,68,11,31,15,20,11,30,14,5,3,1,20,24,65,9,27,19,25,9,33,14,6,4,1,20,Regular,6.0,X,1.0,X,6.0,X,1.0,X
2024,92,1161,colorado st,75,1129,boise st,62,H,0,27,48,4,15,17,19,3,23,22,11,5,4,17,23,56,5,20,11,17,8,18,7,7,5,1,19,Regular,10.0,Y,10.0,Z,10.0,Y,10.0,Z
2024,92,1163,connecticut,71,1139,butler,62,H,0,27,57,6,17,11,14,8,24,14,10,8,7,11,22,59,4,18,14,15,8,21,8,10,8,0,10,Regular,1.0,W,,,1.0,W,,
2024,92,1173,dayton,94,1386,saint joseph's,79,A,0,33,58,12,22,16,22,8,20,19,12,4,3,13,31,64,13,37,4,8,8,17,15,12,6,3,17,Regular,7.0,X,,,7.0,X,,
2024,92,1199,florida st,63,1130,boston college,62,A,0,28,64,5,19,2,4,7,21,13,11,13,5,12,24,59,8,27,6,6,9,27,13,15,6,3,11,Regular,,,,,,,,
2024,92,1201,fresno st,69,1363,san jose st,57,A,0,23,58,9,24,14,24,7,30,17,6,5,1,14,24,61,6,18,3,7,6,29,12,10,2,3,19,Regular,,,,,,,,
2024,92,1222,houston,79,1329,oklahoma st,63,H,0,31,63,6,15,11,14,12,21,13,9,11,1,23,17,42,5,21,24,37,7,17,5,15,7,3,16,Regular,1.0,Z,,,1.0,Z,,
2024,92,1231,indiana,76,1326,ohio st,73,A,0,25,56,5,13,21,31,12,21,12,10,5,3,21,22,53,5,17,24,27,5,20,10,11,4,4,23,Regular,,,,,,,,
2024,92,1235,iowa st,70,1400,texas,65,A,0,27,66,6,17,10,13,15,20,11,7,10,4,19,22,54,3,14,18,20,11,23,14,12,4,8,11,Regular,2.0,W,7.0,Y,2.0,W,7.0,Y
2024,92,1245,kent,63,1444,w michigan,61,H,0,20,53,5,21,18,20,8,13,9,9,9,1,17,22,50,3,22,14,17,12,21,10,13,4,1,17,Regular,,,,,,,,
2024,92,1246,kentucky,109,1435,vanderbilt,77,A,0,41,74,15,26,12,12,15,29,22,12,10,3,19,22,62,11,34,22,30,12,13,14,11,5,5,9,Regular,3.0,Z,,,3.0,Z,,
2024,92,1278,minnesota,59,1277,michigan st,56,H,0,19,44,9,23,12,19,3,23,11,11,3,2,12,21,47,7,18,7,17,2,23,16,8,6,2,13,Regular,,,9.0,X,,,9.0,X
2024,92,1296,n illinois,62,1275,miami (oh),59,A,0,22,61,5,22,13,15,10,30,7,14,8,3,16,19,54,10,27,11,16,6,23,15,13,7,6,15,Regular,,,,,,,,
2024,92,1305,nevada,77,1429,utah st,63,A,0,27,51,4,10,19,25,1,25,17,9,9,2,18,22,56,5,21,14,17,5,21,14,12,5,2,20,Regular,10.0,X,8.0,Y,10.0,X,8.0,Y
2024,92,1307,new mexico,91,1461,wyoming,73,A,0,32,71,13,35,14,18,12,32,16,11,7,3,15,27,67,6,26,13,19,6,28,11,8,7,0,14,Regular,11.0,X,,,11.0,X,,
2024,92,1310,niagara,69,1145,canisius,64,H,0,28,57,4,16,9,12,8,19,15,11,7,3,14,25,58,2,15,12,20,13,21,6,13,7,5,14,Regular,,,,,,,,
2024,92,1325,ohio,84,1123,ball st,79,A,1,28,58,7,25,21,26,5,23,13,9,6,7,18,30,71,7,23,12,19,12,25,15,10,4,0,21,Regular,,,,,,,,
2024,92,1328,oklahoma,82,1140,brigham young,66,H,0,25,51,9,26,23,29,4,30,12,7,3,1,17,23,64,8,26,12,16,9,23,12,7,5,1,22,Regular,,,6.0,W,,,6.0,W
2024,92,1348,rhode island,88,1203,g washington,65,A,0,33,64,4,16,18,22,10,28,11,11,8,5,16,25,61,5,29,10,19,8,18,12,14,7,5,21,Regular,,,,,,,,
2024,92,1353,rutgers,56,1268,maryland,53,A,0,22,56,3,13,9,11,9,24,6,13,7,6,19,17,54,2,18,17,23,12,23,6,15,6,2,14,Regular,,,,,,,,
2024,92,1361,san diego st,77,1102,air force,64,A,0,25,49,11,22,16,22,8,20,14,9,8,5,19,21,46,10,20,12,21,8,16,10,11,7,2,19,Regular,5.0,W,,,5.0,W,,
2024,92,1376,south carolina,68,1279,mississippi,65,H,0,28,60,9,27,3,7,7,21,16,8,3,3,10,28,55,4,10,5,7,6,20,13,8,4,5,12,Regular,6.0,Y,,,6.0,Y,,
2024,92,1378,south fla.,72,1150,charlotte,69,H,0,24,59,7,21,17,24,11,18,14,5,5,4,18,23,50,6,19,17,21,5,24,12,11,1,4,21,Regular,,,,,,,,
2024,92,1385,saint john`s,85,1177,depaul,57,H,0,29,69,15,40,12,15,16,23,20,9,10,7,18,18,47,5,17,16,24,4,19,10,16,6,2,14,Regular,,,,,,,,
2024,92,1388,saint mary's,84,1334,pacific,43,A,0,36,66,9,20,3,7,13,26,16,6,7,3,12,16,48,5,14,6,10,1,13,8,10,6,2,10,Regular,5.0,X,,,5.0,X,,
2024,92,1405,toledo,91,1185,e michigan,87,A,0,32,59,5,12,22,29,6,21,10,6,5,1,13,38,68,8,19,3,9,10,23,16,11,5,3,20,Regular,,,,,,,,
2024,92,1433,va commonwealth,75,1200,fordham,60,A,0,26,51,9,21,14,16,3,26,18,13,6,4,12,23,60,10,26,4,7,9,19,13,15,10,5,14,Regular,,,,,,,,
2024,92,1448,wake forest,80,1210,georgia tech,51,A,0,29,63,5,21,17,17,4,30,17,8,8,5,14,17,60,3,24,14,19,5,25,12,10,3,2,16,Regular,,,,,,,,
2024,93,1119,army,68,1250,lehigh,57,A,0,26,57,9,23,7,9,7,26,11,11,6,6,18,19,51,4,25,15,18,5,22,9,11,4,3,12,Regular,,,,,,,,
2024,93,1120,auburn,99,1104,alabama,81,H,0,27,64,5,19,40,50,11,25,15,5,13,12,28,22,59,9,26,28,35,13,21,8,15,2,5,33,Regular,4.0,W,4.0,X,4.0,W,4.0,X
2024,93,1125,belmont,69,1293,murray st,64,H,0,24,56,8,29,13,16,7,27,14,12,7,4,15,22,61,6,23,14,19,9,24,14,11,9,0,16,Regular,,,,,,,,
2024,93,1137,bucknell,80,1298,navy,67,A,0,30,49,11,21,9,14,4,23,20,17,7,5,15,28,63,5,21,6,12,11,18,16,13,6,3,18,Regular,,,,,,,,
2024,93,1143,california,83,1425,southern california,77,H,1,29,70,11,26,14,16,17,33,18,13,3,3,15,28,64,6,15,15,24,4,19,16,6,5,9,15,Regular,,,,,,,,
2024,93,1156,cleveland st,75,1236,fort wayne,72,A,0,28,55,7,18,12,14,5,24,11,13,9,1,16,26,52,7,22,13,18,3,21,9,11,7,3,12,Regular,,,,,,,,
2024,93,1159,colgate,74,1131,boston,64,A,0,27,55,9,21,11,18,8,24,16,12,6,4,12,23,57,6,24,12,15,9,22,12,10,8,4,14,Regular,14.0,X,,,14.0,X,,
2024,93,1172,davidson,72,1182,duquesne,59,A,0,23,53,8,26,18,20,7,27,16,8,6,5,22,21,52,5,19,12,20,8,21,7,9,6,4,19,Regular,,,11.0,W,,,11.0,W
2024,93,1179,drake,92,1356,s illinois,88,H,1,29,51,2,10,32,40,5,24,6,11,7,1,18,29,68,10,36,20,22,11,20,14,10,5,2,28,Regular,10.0,W,,,10.0,W,,
2024,93,1181,duke,71,1323,notre dame,53,H,0,26,60,4,18,15,25,13,26,13,9,10,6,11,20,59,7,27,6,9,11,22,9,14,2,6,17,Regular,4.0,Z,,,4.0,Z,,
2024,93,1184,e kentucky,90,1195,fgcu,82,H,0,32,53,11,20,15,18,5,23,21,6,1,4,18,28,60,6,15,20,23,9,17,13,3,2,3,17,Regular,,,,,,,,
2024,93,1190,east tenn. st.,57,1459,wofford,50,H,0,16,53,7,29,18,21,14,18,8,13,9,10,17,17,48,6,22,10,16,8,18,11,13,13,4,19,Regular,,,,,,,,
2024,93,1191,evansville,73,1133,bradley,70,H,0,23,54,8,19,19,23,5,21,11,10,8,2,13,25,59,12,30,8,10,11,26,17,17,5,5,18,Regular,,,,,,,,
2024,93,1209,georgia st,78,1418,la.-lafayette,69,A,0,25,56,4,18,24,31,6,26,7,6,2,5,19,22,59,8,28,17,25,8,26,10,8,4,4,20,Regular,,,,,,,,
2024,93,1211,gonzaga,96,1339,portland,64,H,0,38,68,15,33,5,5,6,36,21,6,4,1,17,23,64,9,34,9,11,5,21,9,7,1,0,11,Regular,5.0,Y,,,5.0,Y,,
2024,93,1227,il chicago,61,1229,illinois st,56,A,0,23,54,6,15,9,11,10,25,7,13,7,3,17,18,52,5,16,15,19,8,20,14,10,8,3,13,Regular,,,,,,,,
2024,93,1232,indiana st,101,1434,valparaiso,61,H,0,38,62,9,24,16,20,7,38,22,13,7,0,12,25,73,5,26,6,9,9,15,10,11,6,3,17,Regular,,,,,,,,
2024,93,1241,james madison,77,1117,arkansas st,73,A,0,30,66,6,18,11,15,11,28,17,8,10,2,16,25,62,9,30,14,19,12,26,14,13,4,2,15,Regular,12.0,Z,,,12.0,Z,,
2024,93,1248,lafayette,75,1221,holy cross,59,H,0,29,58,9,19,8,11,7,24,18,5,7,4,14,18,49,7,20,16,21,9,24,8,12,3,4,11,Regular,,,,,,,,
2024,93,1259,loyola (md),44,1110,american,43,A,0,15,51,4,20,10,11,11,23,6,12,6,1,11,16,46,2,25,9,12,5,24,6,8,6,2,10,Regular,,,,,,,,
2024,93,1260,loyola (il),85,1206,george mason,79,A,0,27,53,11,26,20,26,4,11,14,6,7,3,26,22,37,9,17,26,33,4,21,9,17,3,2,23,Regular,,,,,,,,
2024,93,1273,mercer,78,1202,furman,69,H,0,33,64,2,9,10,15,8,25,9,10,10,3,17,22,52,6,22,19,23,5,24,12,14,6,2,15,Regular,,,,,,,,
2024,93,1276,michigan,72,1458,wisconsin,68,H,0,23,51,7,20,19,25,7,27,6,12,4,5,19,25,54,5,19,13,19,5,18,7,11,5,0,18,Regular,,,5.0,Z,,,5.0,Z
2024,93,1280,mississippi st,75,1208,georgia,62,H,0,25,60,9,28,16,19,11,32,19,10,8,6,12,20,57,12,33,10,13,5,22,6,13,7,1,15,Regular,8.0,X,,,8.0,X,,
2024,93,1317,north texas,68,1409,tulsa,55,A,0,22,50,9,21,15,25,7,23,8,9,10,1,19,16,43,4,18,19,27,4,19,6,16,6,5,18,Regular,,,,,,,,
2024,93,1320,northern iowa,72,1283,missouri st,65,H,0,24,59,9,25,15,23,9,21,15,5,9,8,17,21,50,6,15,17,20,7,29,8,13,5,2,17,Regular,,,,,,,,
2024,93,1321,northwestern,80,1304,nebraska,68,H,0,27,63,11,25,15,22,12,22,17,8,7,3,19,22,48,6,19,18,22,2,23,11,16,4,4,24,Regular,9.0,W,8.0,Z,9.0,W,8.0,Z
2024,93,1338,pitt,67,1301,n.c. state,64,A,0,22,52,5,21,18,20,7,26,9,10,3,4,14,26,56,6,18,6,15,6,21,11,6,4,2,16,Regular,,,11.0,Z,,,11.0,Z
2024,93,1342,presbyterian,77,1205,gardner webb,75,H,0,24,54,5,16,24,30,7,18,11,9,8,8,25,27,56,6,14,15,27,10,25,10,12,5,3,22,Regular,,,,,,,,
2024,93,1344,providence,91,1166,creighton,87,H,1,34,73,11,26,12,14,11,25,15,8,9,3,11,33,65,14,29,7,8,5,27,20,12,5,3,14,Regular,,,3.0,Y,,,3.0,Y
2024,93,1360,san diego,79,1258,loy marymount,77,H,0,27,51,8,18,17,27,8,20,15,9,4,3,14,28,59,7,23,14,16,5,19,12,6,5,3,18,Regular,,,,,,,,
2024,93,1367,sc upstate,69,1255,longwood,64,A,0,26,61,7,25,10,13,5,24,10,7,9,1,18,22,57,6,20,14,27,10,32,10,13,5,5,16,Regular,,,16.0,Z,,,16.0,Z
2024,93,1371,seton hall,76,1207,georgetown,70,H,0,25,58,6,19,20,28,10,28,16,9,5,6,16,27,75,10,40,6,12,14,20,13,5,6,2,22,Regular,,,,,,,,
2024,93,1374,smu,95,1349,rice,69,A,0,41,72,10,29,3,4,12,25,24,3,10,3,13,24,52,10,25,11,16,5,18,16,12,1,2,7,Regular,,,,,,,,
2024,93,1375,south ala.,78,1204,ga southern,65,H,0,20,41,7,19,31,37,5,23,8,16,8,5,17,21,52,5,24,18,20,6,16,8,12,10,3,23,Regular,,,,,,,,
2024,93,1379,southern miss,78,1330,old dominion,73,H,0,25,54,9,18,19,32,7,33,12,15,5,6,15,26,63,6,20,15,19,5,22,7,8,12,5,20,Regular,,,,,,,,
2024,93,1382,saint bonaventure,79,1269,massachusetts,73,H,0,27,53,6,17,19,28,8,20,12,11,7,5,15,28,58,6,18,11,16,8,21,16,12,6,1,24,Regular,,,,,,,,
2024,93,1387,saint louis,102,1247,la salle,84,A,0,36,64,9,20,21,25,9,23,15,10,8,2,23,26,66,10,28,22,29,11,19,13,10,4,1,19,Regular,,,,,,,,
2024,93,1391,stetson,84,1468,bellarmine,77,A,0,31,60,12,29,10,16,9,27,14,6,1,0,7,31,61,11,28,4,6,3,22,22,3,4,0,14,Regular,16.0,W,,,16.0,W,,
2024,93,1393,syracuse,94,1257,louisville,92,H,0,31,51,10,22,22,33,2,18,20,10,11,7,13,35,65,11,25,11,15,12,26,15,17,6,2,20,Regular,,,,,,,,
2024,93,1397,tennessee,88,1261,louisiana state,68,H,0,31,56,11,24,15,20,5,20,23,7,13,6,16,24,58,6,25,14,22,16,21,7,15,5,0,14,Regular,2.0,Y,,,2.0,Y,,
2024,93,1401,texas a&m,79,1281,missouri,60,A,0,30,63,4,17,15,19,14,24,11,7,8,3,16,22,48,7,20,9,13,4,15,11,12,5,6,18,Regular,9.0,Z,,,9.0,Z,,
2024,93,1402,texas st,63,1111,appalachian st,56,H,0,24,57,4,9,11,15,6,25,12,9,9,2,16,21,51,4,19,10,14,5,26,11,12,7,8,13,Regular,,,,,,,,
2024,93,1407,troy,82,1267,marshall,66,H,0,30,75,9,29,13,15,16,29,13,7,13,2,19,23,59,9,26,11,16,10,26,12,14,5,8,15,Regular,,,,,,,,
2024,93,1417,ucla,82,1390,stanford,74,A,0,24,53,11,25,23,30,7,20,9,9,9,2,17,28,53,4,17,14,17,5,25,15,15,5,0,19,Regular,,,,,,,,
2024,93,1419,la-monroe,79,1157,coastal car,75,H,0,26,55,9,27,18,31,6,25,16,8,9,2,17,25,57,11,25,14,22,9,25,19,11,5,1,23,Regular,,,,,,,,
2024,93,1421,n.c. asheville,86,1219,high point,81,H,0,27,54,4,12,28,30,8,24,16,15,6,5,16,32,65,3,17,14,22,14,18,9,12,10,1,22,Regular,,,,,,,,
2024,93,1441,estern carolina,71,1154,citadel,64,H,0,28,58,8,22,7,12,7,27,11,7,4,2,11,26,54,4,14,8,10,1,27,5,9,6,1,12,Regular,,,,,,,,
2024,93,1443,w kentucky,81,1256,louisiana tech,76,A,0,27,58,4,13,23,28,12,24,8,13,6,2,21,26,63,7,29,17,27,9,20,10,9,8,7,24,Regular,15.0,Z,,,15.0,Z,,
2024,93,1455,wichita st,84,1427,texas san antonio,64,H,0,31,71,7,19,15,15,12,34,18,8,8,6,18,23,60,5,22,13,25,9,24,6,11,4,1,14,Regular,,,,,,,,
2024,93,1457,winthrop,67,1149,charleston so,46,H,0,25,59,7,24,10,14,8,28,14,11,11,3,12,17,59,5,23,7,10,16,26,6,20,9,5,17,Regular,,,,,,,,
2024,93,1462,xavier,56,1437,villanova,53,H,0,21,61,6,27,8,12,11,26,17,7,6,7,11,19,56,6,21,9,10,7,22,11,8,4,3,15,Regular,,,,,,,,
2024,94,1112,arizona,105,1428,utah,99,A,3,36,83,9,26,24,32,15,35,21,7,9,5,17,39,89,11,29,10,21,16,35,23,11,5,4,22,Regular,2.0,X,,,2.0,X,,
2024,94,1114,ark little rock,63,1442,w illinois,60,A,0,27,53,4,12,5,6,2,23,7,14,6,6,14,25,63,5,22,5,12,16,19,12,12,11,6,9,Regular,,,,,,,,
2024,94,1122,austin peay,85,1244,kennesaw,69,H,0,26,50,13,27,20,31,8,22,15,12,5,2,17,24,58,8,25,13,18,9,21,13,13,8,1,19,Regular,,,,,,,,
2024,94,1127,binghamton,69,1107,albany,57,H,0,28,57,2,13,11,15,7,36,10,11,3,2,13,20,64,8,34,9,13,7,19,10,5,4,4,15,Regular,,,,,,,,
2024,94,1136,bryant,85,1306,new hampshire,66,H,0,33,63,8,23,11,13,10,31,20,13,5,6,15,23,67,9,35,11,17,8,19,12,9,8,1,14,Regular,,,,,,,,
2024,94,1148,central conn,77,1357,sacred heart,70,H,0,27,54,9,22,14,17,5,26,14,17,10,3,15,26,61,9,20,9,13,3,21,17,14,12,3,16,Regular,,,,,,,,
2024,94,1151,chattanooga,88,1440,virginia military,84,A,0,30,65,14,31,14,21,7,36,15,11,6,3,14,32,72,11,31,9,13,5,26,15,7,10,3,16,Regular,,,,,,,,
2024,94,1158,charleston,80,1299,n. carolina a&t,58,H,0,31,68,10,31,8,18,14,33,18,9,3,1,18,24,57,2,16,8,20,6,23,10,8,6,7,14,Regular,13.0,X,,,13.0,X,,
2024,94,1160,colorado,82,1113,arizona st,70,H,0,24,51,8,20,26,29,4,28,13,13,7,1,13,27,61,7,22,9,14,5,22,14,9,8,2,24,Regular,10.0,Z,,,10.0,Z,,
2024,94,1169,cal st. northridge,78,1142,cal poly,65,H,0,30,57,2,9,16,22,6,30,18,17,12,2,17,21,56,10,30,13,19,6,21,16,17,10,4,19,Regular,,,,,,,,
2024,94,1174,delaware,74,1406,towson,62,A,0,26,47,11,19,11,18,5,28,15,11,2,5,12,26,65,4,17,6,11,14,18,10,6,7,2,17,Regular,,,,,,,,
2024,94,1183,e illinois,81,1475,southern indiana,71,A,0,25,55,4,16,27,35,7,29,9,11,8,6,24,21,56,8,22,21,27,6,23,8,13,4,2,25,Regular,,,,,,,,
2024,94,1193,fairfield,84,1351,rider,67,H,0,31,58,11,21,11,16,7,18,15,4,5,0,16,22,46,7,17,16,18,6,20,16,9,1,2,17,Regular,,,,,,,,
2024,94,1218,hawai'i,94,1471,uc san diego,86,H,1,35,63,9,21,15,24,12,26,10,10,3,6,20,31,60,4,18,20,27,3,18,9,6,7,1,15,Regular,,,,,,,,
2024,94,1220,hofstra,63,1214,hampton,59,A,0,26,57,5,21,6,9,8,22,10,9,7,6,12,24,58,6,21,5,6,8,24,11,11,2,2,11,Regular,,,,,,,,
2024,94,1226,idaho st,68,1170,cs sacramento,40,H,0,28,52,8,19,4,8,5,25,18,4,5,5,11,16,54,4,17,4,5,7,18,9,11,3,1,14,Regular,,,,,,,,
2024,94,1233,iona,74,1310,niagara,71,A,0,28,56,4,14,14,27,6,21,9,10,9,3,20,27,54,6,21,11,18,6,27,14,16,6,5,21,Regular,,,,,,,,
2024,94,1239,jacksonville,59,1146,cent arkansas,55,H,0,22,57,6,20,9,13,7,23,8,8,5,2,16,17,49,4,17,17,21,5,25,9,11,5,6,11,Regular,,,,,,,,
2024,94,1240,jacksonville st,79,1358,sam houston,68,H,0,28,59,7,18,16,21,14,26,13,13,7,6,15,26,56,9,19,7,12,4,18,14,10,8,2,20,Regular,,,,,,,,
2024,94,1251,liberty,88,1292,middle tenn st,53,H,0,35,62,7,13,11,17,5,30,20,6,2,4,13,21,58,6,20,5,13,4,19,6,9,4,4,16,Regular,,,,,,,,
2024,94,1252,lipscomb,90,1474,Queens (NC),88,H,0,35,67,10,28,10,13,9,24,12,7,6,4,10,37,74,10,27,4,7,15,23,14,8,3,5,14,Regular,,,,,,,,
2024,94,1262,ma lowell,93,1420,maryland-baltimore county,80,A,0,34,65,4,14,21,28,15,25,13,15,9,6,22,29,66,7,26,15,24,12,18,6,14,5,4,21,Regular,,,,,,,,
2024,94,1265,marist,67,1373,siena,51,A,0,23,52,7,21,14,15,9,25,12,11,5,1,15,17,57,6,24,11,19,14,17,11,13,4,2,17,Regular,,,,,,,,
2024,94,1272,memphis,84,1396,temple,77,A,0,29,60,10,29,16,31,8,24,17,11,15,4,20,25,60,7,27,20,25,9,31,11,16,8,2,26,Regular,,,,,,,,
2024,94,1284,monmouth,68,1456,william & mary,64,H,0,24,55,7,19,13,21,9,24,12,8,6,11,14,20,61,9,28,15,19,17,24,10,11,3,2,13,Regular,,,,,,,,
2024,94,1285,montana,94,1319,northern ariz.,66,A,0,37,63,9,17,11,12,4,26,24,6,6,5,15,24,53,4,13,14,19,2,20,17,11,3,6,13,Regular,,,,,,,,
2024,94,1287,morehead st,79,1188,edwardsville,68,H,0,23,45,13,27,20,30,7,24,16,13,6,4,15,26,65,3,21,13,17,13,19,8,12,8,0,22,Regular,14.0,W,,,14.0,W,,
2024,94,1291,mount saint mary`s,82,1264,manhattan,78,H,0,29,57,7,25,17,23,8,28,13,14,7,3,18,26,60,9,27,17,20,6,20,18,10,12,1,19,Regular,,,,,,,,
2024,94,1294,n colorado,73,1286,montana st,70,H,0,28,59,5,19,12,14,9,30,15,15,8,8,13,27,64,10,21,6,7,7,21,15,10,12,4,16,Regular,,,16.0,Y,,,16.0,Y
2024,94,1295,n dakota st,82,1282,Kansas City,78,H,1,22,46,5,17,33,38,4,23,9,10,5,1,17,28,56,12,26,10,14,2,21,14,10,4,4,29,Regular,,,,,,,,
2024,94,1297,n kentucky,99,1324,oakland,89,H,1,36,62,8,21,19,23,6,30,26,15,6,3,15,32,82,14,49,11,14,15,18,25,10,7,3,17,Regular,,,14.0,Z,,,14.0,Z
2024,94,1312,n.j.i.t.,63,1436,vermont,61,H,0,23,54,6,22,11,14,0,25,8,3,6,4,14,20,51,10,28,11,20,5,32,15,10,1,2,11,Regular,,,13.0,Z,,,13.0,Z
2024,94,1315,north dakota,99,1303,ne omaha,78,H,0,33,59,13,26,20,28,7,30,13,11,8,4,20,29,67,3,16,17,27,9,24,6,10,9,2,22,Regular,,,,,,,,
2024,94,1318,northeastern,86,1144,campbell,76,A,0,31,55,14,25,10,12,5,21,17,11,9,3,22,24,50,9,24,19,27,7,16,15,14,5,3,16,Regular,,,,,,,,
2024,94,1332,oregon,85,1449,washington,80,H,0,26,65,8,24,25,33,11,23,19,11,9,4,19,28,61,4,21,20,24,7,30,14,15,9,7,23,Regular,11.0,Y,,,11.0,Y,,
2024,94,1336,penn st,89,1234,iowa,79,H,0,26,50,12,23,25,31,8,18,18,13,11,1,14,33,59,4,15,9,10,9,18,15,17,9,1,22,Regular,,,,,,,,
2024,94,1346,quinnipiac,84,1389,saint peter's,73,H,0,27,46,6,12,24,30,5,28,15,15,3,4,23,23,60,9,23,18,30,11,16,10,9,7,4,23,Regular,,,15.0,Y,,,15.0,Y
2024,94,1359,samford,78,1422,nc greensboro,69,A,0,25,51,12,25,16,27,6,22,19,12,11,2,18,27,59,7,24,8,10,10,22,10,17,9,3,23,Regular,13.0,Y,,,13.0,Y,,
2024,94,1362,san francisco,80,1337,pepperdine,74,A,0,29,57,4,19,18,22,7,24,9,9,5,3,23,24,57,6,21,20,23,8,23,14,9,3,1,22,Regular,,,,,,,,
2024,94,1369,se missouri st,88,1399,tennessee tech,69,H,0,37,62,8,15,6,6,7,23,19,9,3,5,20,24,54,4,17,17,26,8,14,9,10,5,2,12,Regular,,,,,,,,
2024,94,1370,seattle,75,1101,abilene chr,52,H,0,23,54,9,19,20,23,8,42,12,14,2,3,16,17,68,4,18,14,19,11,20,8,6,9,6,18,Regular,,,,,,,,
2024,94,1372,sf austin,92,1410,tex.-pan american,84,H,0,37,68,5,18,13,18,12,27,18,14,8,2,22,24,58,8,23,28,34,7,19,11,14,8,3,20,Regular,,,,,,,,
2024,94,1377,south dakota,92,1176,denver,86,H,1,31,70,6,21,24,25,8,25,10,6,3,0,19,30,69,10,29,16,23,10,26,13,7,4,4,16,Regular,,,,,,,,
2024,94,1392,stony brook,79,1189,elon,64,A,0,26,62,11,31,16,18,10,29,22,8,6,1,14,23,57,8,26,10,17,5,21,14,8,4,2,14,Regular,,,,,,,,
2024,94,1398,tennessee st,65,1473,lindenwood,55,A,0,21,49,6,16,17,21,9,28,11,15,7,5,27,13,43,3,11,26,36,7,17,6,15,9,3,19,Regular,,,,,,,,
2024,94,1412,alabama-birmingham,76,1194,fl atlantic,73,H,1,28,63,6,21,14,17,14,31,16,13,4,7,16,26,77,10,28,11,14,16,24,12,9,10,2,14,Regular,12.0,W,8.0,W,12.0,W,8.0,W
2024,94,1413,california-davis,71,1168,cal st. fullerton,58,H,0,27,47,5,17,12,17,3,27,17,22,8,4,20,21,59,3,17,13,22,11,16,5,13,11,5,16,Regular,,,,,,,,
2024,94,1414,california-irvine,76,1364,california-santa barbara,61,A,0,33,62,5,14,5,7,8,20,10,7,7,6,14,23,52,4,13,11,16,8,18,7,10,4,2,8,Regular,,,,,,,,
2024,94,1415,cal riverside,65,1167,bakersfield,63,H,0,23,61,5,24,14,22,16,15,11,12,6,1,17,23,47,5,14,12,19,4,23,10,14,5,3,21,Regular,,,,,,,,
2024,94,1423,nc wilmington,75,1180,drexel,56,H,0,29,58,10,25,7,9,7,28,10,8,2,2,13,21,54,6,18,8,14,5,23,6,8,3,2,11,Regular,,,,,,,,
2024,94,1447,wagner,66,1192,f dickinson,62,A,0,23,57,7,16,13,18,10,22,14,10,4,3,20,22,56,3,16,15,19,9,24,10,9,6,2,17,Regular,16.0,X,,,16.0,X,,
2024,94,1450,washington st,64,1333,oregon st,58,A,0,22,55,11,23,9,12,8,23,14,11,5,2,14,22,49,3,12,11,18,5,21,11,13,5,5,15,Regular,7.0,W,,,7.0,W,,
2024,94,1451,weber st,84,1340,portland st,72,H,0,28,53,9,17,19,30,7,26,14,12,9,8,20,27,69,4,15,14,20,14,22,5,10,7,1,20,Regular,,,,,,,,
